rat_ID,rat_name,detail,Freq,Dur,dB,dprime,Rxn,line,genotype,sex
164,TP6,Mixed,0,100,70,2.89391169993641,163.974734567901,Tsc2-LE,Het,F
164,TP6,Mixed,0,100,80,2.99099020413886,147.993219444444,Tsc2-LE,Het,F
164,TP6,Mixed,0,300,20,0.781779052418842,536.2515,Tsc2-LE,Het,F
164,TP6,Mixed,0,300,30,2.82866273971011,245.549646923783,Tsc2-LE,Het,F
164,TP6,Mixed,0,300,40,2.81859609583748,211.675436111111,Tsc2-LE,Het,F
164,TP6,Mixed,0,300,50,2.86847507438752,207.641864506173,Tsc2-LE,Het,F
164,TP6,Mixed,0,300,60,2.88734522508413,183.46227345679,Tsc2-LE,Het,F
164,TP6,Mixed,0,300,70,2.8750415492398,163.220680555556,Tsc2-LE,Het,F
164,TP6,Mixed,0,300,80,2.99223411492921,153.817547222222,Tsc2-LE,Het,F
137,RP1,Alone,0,300,10,0.193692164045832,812.721781623932,Tsc2-LE,WT,M
137,RP1,Alone,0,300,20,1.42732698825589,393.068022726515,Tsc2-LE,WT,M
137,RP1,Alone,0,300,30,2.83157969246931,219.477832607419,Tsc2-LE,WT,M
137,RP1,Alone,0,300,40,2.74460409271257,193.494483689725,Tsc2-LE,WT,M
137,RP1,Alone,0,300,50,2.8707702979448,197.831284345004,Tsc2-LE,WT,M
137,RP1,Alone,0,300,60,2.9906109209056,182.838375508548,Tsc2-LE,WT,M
137,RP1,Alone,0,300,70,2.92910526031284,127.781321141702,Tsc2-LE,WT,M
138,RP2,Alone,0,300,10,0.300011627886109,932.898244505494,Tsc2-LE,Het,M
138,RP2,Alone,0,300,20,1.7616913075097,421.454535135929,Tsc2-LE,Het,M
138,RP2,Alone,0,300,30,3.07122004432031,237.02038591832,Tsc2-LE,Het,M
138,RP2,Alone,0,300,40,3.08738403927671,194.275716558566,Tsc2-LE,Het,M
138,RP2,Alone,0,300,50,3.14423873527881,182.709631605282,Tsc2-LE,Het,M
138,RP2,Alone,0,300,60,3.17764933963465,156.452076627112,Tsc2-LE,Het,M
138,RP2,Alone,0,300,70,3.17640904942839,118.850275341797,Tsc2-LE,Het,M
139,RP3,Alone,0,300,20,0.093744744444906,748.958823015873,Tsc2-LE,Het,M
139,RP3,Alone,0,300,30,2.26554245163359,379.45693890552,Tsc2-LE,Het,M
139,RP3,Alone,0,300,40,3.37726137523697,273.185430053379,Tsc2-LE,Het,M
139,RP3,Alone,0,300,50,3.32653066792009,266.595087946709,Tsc2-LE,Het,M
139,RP3,Alone,0,300,60,3.42142989965501,251.00337930695,Tsc2-LE,Het,M
139,RP3,Alone,0,300,70,3.39083490711225,225.427858684626,Tsc2-LE,Het,M
139,RP3,Alone,0,300,80,3.40386391791731,221.488309082698,Tsc2-LE,Het,M
141,RP5,Alone,0,100,20,0.981502762810868,428.699377488824,Tsc2-LE,Het,M
141,RP5,Alone,0,100,30,3.1660554713099,257.48853535909,Tsc2-LE,Het,M
141,RP5,Alone,0,100,40,3.14378781973427,235.900419030633,Tsc2-LE,Het,M
141,RP5,Alone,0,100,50,3.41567804977534,209.974842924018,Tsc2-LE,Het,M
141,RP5,Alone,0,100,60,3.41435613124155,177.842882710628,Tsc2-LE,Het,M
141,RP5,Alone,0,100,70,3.41578148328683,164.2304084866,Tsc2-LE,Het,M
141,RP5,Alone,0,100,80,3.40594605186299,130.67680979559,Tsc2-LE,Het,M
142,RP6,Alone,0,300,20,1.34794720563296,502.51875371178,Tsc2-LE,WT,M
142,RP6,Alone,0,300,30,3.38197133884571,325.487860139938,Tsc2-LE,WT,M
142,RP6,Alone,0,300,40,3.51796045392761,288.237115400923,Tsc2-LE,WT,M
142,RP6,Alone,0,300,50,3.62674647028367,278.857559835165,Tsc2-LE,WT,M
142,RP6,Alone,0,300,60,3.62674647028367,260.672010822782,Tsc2-LE,WT,M
142,RP6,Alone,0,300,70,3.55893848266538,247.563679191827,Tsc2-LE,WT,M
142,RP6,Alone,0,300,80,3.66718338276222,205.713874781666,Tsc2-LE,WT,M
184,BP2,Alone,0,300,20,0.964839159526648,504.772903442391,Fmr1-LE,WT,M
